Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDO27,OUT035,5034.7796
DRL23,OUT027,3436.1938
FDS28,OUT046,3436.1938
FDX24,OUT013,3436.1938
FDZ02,OUT035,3436.1938
FDL46,OUT045,3436.1938
FDS60,OUT027,3436.1938
NCO06,OUT017,4745.8224
FDO16,OUT035,3436.1938
FDC60,OUT049,4745.8224
FDA48,OUT018,4745.8224
FDZ36,OUT027,3436.1938
FDK27,OUT045,3436.1938
FDW23,OUT018,3436.1938
FDM14,OUT018,3436.1938
FDM14,OUT013,3436.1938
FDW60,OUT018,3436.1938
FDE21,OUT013,3436.1938
NCM42,OUT035,3436.1938
FDY59,OUT010,3436.1938
DRI49,OUT049,5299.768
FDT28,OUT019,4745.8224
FDQ22,OUT018,3436.1938
FDR60,OUT049,4745.8224
FDC50,OUT019,5299.768
FDV24,OUT013,4745.8224
DRF48,OUT010,3436.1938
FDQ47,OUT046,5034.7796
DRN36,OUT049,3436.1938
NCY06,OUT035,3436.1938
FDE52,OUT035,3436.1938
NCB54,OUT045,3436.1938
NCF31,OUT035,3436.1938
FDJ08,OUT027,4745.8224
NCC07,OUT017,3436.1938
NCD19,OUT027,3436.1938
FDL46,OUT049,3436.1938
FDM20,OUT045,3436.1938
NCI06,OUT010,3436.1938
DRM11,OUT035,3436.1938
NCH07,OUT018,4745.8224
FDS23,OUT013,4745.8224
FDO49,OUT018,3436.1938
FDS35,OUT049,4745.8224
DRK39,OUT045,3436.1938
DRI39,OUT049,4745.8224
FDV04,OUT017,5034.7796
NCN14,OUT035,4745.8224
FDH08,OUT013,3436.1938
FDS20,OUT046,3436.1938
FDV40,OUT049,3436.1938
FDZ48,OUT010,4745.8224
FDS24,OUT027,3436.1938
FDK44,OUT049,4745.8224
FDS48,OUT045,3436.1938
FDK26,OUT010,3436.1938
FDD23,OUT045,3436.1938
NCH54,OUT017,3436.1938
NCP14,OUT010,5299.768
FDM60,OUT010,3436.1938
FDV24,OUT017,4745.8224
FDH08,OUT018,3436.1938
FDS12,OUT027,5299.768
FDR39,OUT027,3436.1938
FDP12,OUT027,3436.1938
DRF60,OUT027,3436.1938
FDC09,OUT035,3436.1938
FDF50,OUT018,4745.8224
FDG28,OUT035,3436.1938
NCE19,OUT017,4745.8224
NCM53,OUT010,4745.8224
NCN18,OUT049,3436.1938
FDF32,OUT035,3436.1938
FDF11,OUT013,3436.1938
DRI59,OUT049,3436.1938
NCG54,OUT035,3436.1938
FDM44,OUT046,3436.1938
FDT57,OUT018,3436.1938
FDV24,OUT046,4745.8224
FDI50,OUT019,3436.1938
FDS09,OUT035,3436.1938
NCC31,OUT027,3436.1938
FDQ07,OUT019,5034.7796
FDC22,OUT017,4745.8224
FDZ56,OUT046,3436.1938
FDZ40,OUT019,3436.1938
FDS46,OUT027,3436.1938
DRD24,OUT045,3436.1938
FDV45,OUT017,3436.1938
FDL26,OUT045,3436.1938
FDA56,OUT018,3436.1938
FDN27,OUT046,3436.1938
FDM20,OUT049,3436.1938
FDO16,OUT017,3436.1938
FDL03,OUT035,3436.1938
FDE58,OUT046,3436.1938
FDI02,OUT027,4745.8224
NCC55,OUT019,4745.8224
FDR03,OUT018,3436.1938
FDB14,OUT017,4745.8224
FDR45,OUT013,3436.1938
NCN07,OUT017,3436.1938
FDM51,OUT019,3436.1938
FDT52,OUT027,3436.1938
FDL26,OUT046,3436.1938
NCZ42,OUT046,3436.1938
DRI47,OUT019,3436.1938
FDW40,OUT013,4745.8224
FDN34,OUT046,3436.1938
FDS01,OUT035,3436.1938
NCG55,OUT045,3436.1938
FDC11,OUT035,4745.8224
FDX35,OUT018,3436.1938
NCB06,OUT046,3436.1938
FDR09,OUT019,4745.8224
FDC53,OUT017,3436.1938
FDY45,OUT013,3436.1938
FDA22,OUT010,4745.8224
FDE02,OUT035,4745.8224
FDW21,OUT045,3436.1938
FDV34,OUT046,3436.1938
FDS59,OUT049,3436.1938
NCW17,OUT017,3436.1938
NCK54,OUT046,3436.1938
FDG17,OUT019,3436.1938
FDG35,OUT017,3436.1938
FDD08,OUT010,3436.1938
NCO07,OUT017,3436.1938
FDJ10,OUT010,5034.7796
FDW36,OUT017,3436.1938
FDW21,OUT010,3436.1938
FDY19,OUT017,3436.1938
DRE03,OUT013,3436.1938
NCC55,OUT049,3436.1938
FDH52,OUT010,3436.1938
FDO09,OUT017,4745.8224
FDU43,OUT045,3436.1938
FDX09,OUT010,4745.8224
FDH40,OUT019,4745.8224
FDW58,OUT017,3436.1938
FDC47,OUT017,4745.8224
NCR41,OUT035,3436.1938
DRG49,OUT035,3436.1938
FDC52,OUT027,3436.1938
FDY13,OUT046,3436.1938
FDY35,OUT013,3436.1938
FDI35,OUT017,3436.1938
NCU18,OUT049,3436.1938
FDY33,OUT018,4745.8224
FDC15,OUT027,5299.768
FDU01,OUT049,3436.1938
NCU42,OUT046,3436.1938
NCV29,OUT018,3436.1938
NCY30,OUT017,3436.1938
FDQ46,OUT049,4745.8224
FDG58,OUT027,4745.8224
FDK33,OUT017,3436.1938
NCD07,OUT045,3436.1938
NCX29,OUT027,4745.8224
NCT42,OUT013,3436.1938
DRN59,OUT035,3436.1938
FDI44,OUT035,4745.8224
FDA45,OUT049,5299.768
FDP31,OUT045,5034.7796
FDY01,OUT046,5034.7796
FDT09,OUT018,3436.1938
DRH03,OUT027,3436.1938
FDA36,OUT018,3436.1938
NCF31,OUT017,3436.1938
FDG14,OUT049,3436.1938
FDG28,OUT027,3436.1938
FDU14,OUT049,3436.1938
FDY47,OUT019,4745.8224
FDI56,OUT049,4745.8224
DRD01,OUT013,3436.1938
FDM22,OUT046,3436.1938
FDH33,OUT013,4745.8224
DRZ24,OUT013,3436.1938
NCQ38,OUT046,3436.1938
FDO16,OUT027,3436.1938
FDU07,OUT027,3436.1938
NCB07,OUT013,3436.1938
FDU48,OUT045,3436.1938
NCM43,OUT045,3436.1938
FDR31,OUT010,3436.1938
DRK49,OUT018,3436.1938
NCI30,OUT010,4745.8224
DRD60,OUT017,3436.1938
NCG19,OUT046,4745.8224
FDH12,OUT035,4745.8224
FDM32,OUT035,3436.1938
FDM27,OUT035,5034.7796
NCU53,OUT027,3436.1938
NCQ18,OUT046,4745.8224
FDS10,OUT013,3436.1938
FDB33,OUT027,3436.1938
FDI12,OUT013,4745.8224
NCW42,OUT013,3436.1938
NCC06,OUT018,3436.1938
FDW02,OUT017,3436.1938
NCD43,OUT017,3436.1938
FDM57,OUT018,3436.1938
FDA58,OUT017,4745.8224
FDK56,OUT046,4745.8224
FDP52,OUT045,3436.1938
FDW20,OUT018,3436.1938
FDS52,OUT049,3436.1938
NCT29,OUT018,3436.1938
NCL54,OUT013,3436.1938
FDC05,OUT045,4745.8224
FDF34,OUT035,3436.1938
FDP03,OUT027,3436.1938
FDD32,OUT010,3436.1938
FDZ10,OUT045,3436.1938
FDZ40,OUT035,3436.1938
FDD51,OUT018,4745.8224
NCY30,OUT019,3436.1938
FDP58,OUT017,4745.8224
FDV49,OUT017,3436.1938
FDY24,OUT019,5034.7796
NCO55,OUT017,4745.8224
FDR13,OUT017,3436.1938
FDS51,OUT017,3436.1938
FDP26,OUT045,4745.8224
NCB54,OUT027,3436.1938
FDF32,OUT017,3436.1938
FDN31,OUT018,3436.1938
DRM48,OUT017,4745.8224
FDN20,OUT049,3436.1938
DRL01,OUT046,3436.1938
FDV56,OUT049,3436.1938
DRH13,OUT027,3436.1938
FDA03,OUT017,3436.1938
FDF47,OUT027,4745.8224
FDX32,OUT046,4745.8224
FDX57,OUT049,3436.1938
NCA30,OUT045,4745.8224
FDO49,OUT013,3436.1938
FDL04,OUT019,5299.768
DRM48,OUT035,4745.8224
FDR16,OUT013,4745.8224
NCC19,OUT018,4745.8224
NCE42,OUT045,3436.1938
FDY24,OUT017,4745.8224
FDH19,OUT049,3436.1938
FDJ46,OUT013,3436.1938
FDN45,OUT010,5299.768
FDY08,OUT035,5034.7796
FDZ37,OUT035,3436.1938
NCT30,OUT045,3436.1938
DRY23,OUT018,4745.8224
NCZ30,OUT018,3436.1938
FDC44,OUT018,5299.768
FDB45,OUT035,3436.1938
FDY04,OUT013,3436.1938
FDM27,OUT046,3436.1938
FDZ43,OUT017,3436.1938
FDT39,OUT019,3436.1938
NCC06,OUT019,3436.1938
FDL15,OUT027,3436.1938
FDL57,OUT017,3436.1938
FDU08,OUT046,3436.1938
FDK40,OUT017,3436.1938
FDQ12,OUT010,3436.1938
FDS48,OUT017,3436.1938
FDP09,OUT045,3436.1938
FDW21,OUT049,3436.1938
FDY25,OUT035,3436.1938
DRE13,OUT017,3436.1938
FDV43,OUT019,4745.8224
FDD22,OUT045,4745.8224
FDM46,OUT019,5299.768
NCO30,OUT010,3436.1938
FDM25,OUT046,3436.1938
NCN41,OUT049,3436.1938
FDU24,OUT045,4745.8224
FDZ50,OUT046,3436.1938
FDP45,OUT013,3436.1938
NCM54,OUT045,3436.1938
FDW10,OUT019,4745.8224
FDP20,OUT017,3436.1938
FDK32,OUT046,3436.1938
FDN52,OUT049,4745.8224
FDM58,OUT045,3436.1938
FDZ46,OUT027,3436.1938
NCA18,OUT018,3436.1938
FDD35,OUT046,3436.1938
NCK31,OUT035,3436.1938
FDI40,OUT027,4745.8224
FDT50,OUT019,5034.7796
NCT06,OUT046,3436.1938
FDT31,OUT035,3436.1938
FDT45,OUT049,3436.1938
FDT13,OUT045,3436.1938
FDO50,OUT045,3436.1938
NCU18,OUT010,4745.8224
NCR54,OUT049,4745.8224
NCO18,OUT018,3436.1938
FDU09,OUT045,3436.1938
FDT13,OUT018,3436.1938
FDE09,OUT046,3436.1938
NCK53,OUT019,3436.1938
FDG45,OUT049,3436.1938
DRH15,OUT035,4745.8224
FDO21,OUT019,3436.1938
FDD14,OUT027,5299.768
FDC09,OUT046,3436.1938
FDH45,OUT027,4745.8224
FDV32,OUT046,4745.8224
FDG12,OUT035,3436.1938
FDS32,OUT013,3436.1938
NCL55,OUT018,3436.1938
DRE01,OUT035,5299.768
DRE15,OUT049,3436.1938
NCL42,OUT045,3436.1938
FDP31,OUT013,5034.7796
FDN33,OUT018,4745.8224
FDZ59,OUT046,4745.8224
FDE45,OUT010,3436.1938
FDJ07,OUT013,3436.1938
FDQ45,OUT018,3436.1938
FDM33,OUT027,4745.8224
FDO15,OUT010,3436.1938
FDM46,OUT013,5299.768
FDR03,OUT045,3436.1938
FDY49,OUT018,3436.1938
FDQ60,OUT045,4745.8224
FDW10,OUT049,3436.1938
FDO51,OUT049,3436.1938
FDJ40,OUT018,3436.1938
FDS20,OUT018,3436.1938
FDU45,OUT013,3436.1938
FDV02,OUT035,3436.1938
FDN09,OUT046,3436.1938
NCM55,OUT027,3436.1938
FDN23,OUT018,3436.1938
FDY31,OUT010,3436.1938
FDW03,OUT010,3436.1938
FDD14,OUT046,5299.768
FDV23,OUT017,4745.8224
DRI03,OUT045,3436.1938
FDN13,OUT035,5299.768
FDF45,OUT027,3436.1938
FDU46,OUT035,3436.1938
FDB57,OUT049,3436.1938
FDV12,OUT049,3436.1938
FDQ58,OUT013,3436.1938
NCA18,OUT017,3436.1938
FDH52,OUT049,3436.1938
FDM24,OUT018,3436.1938
NCP43,OUT027,3436.1938
NCO18,OUT019,3436.1938
FDM32,OUT017,3436.1938
NCL07,OUT017,3436.1938
FDK03,OUT013,3436.1938
FDP59,OUT017,3436.1938
FDQ24,OUT049,3436.1938
FDQ16,OUT018,3436.1938
FDU44,OUT013,3436.1938
FDH28,OUT010,5034.7796
FDV28,OUT019,5034.7796
FDM22,OUT045,3436.1938
FDR56,OUT046,4745.8224
FDV39,OUT049,3436.1938
FDU37,OUT019,5034.7796
FDQ11,OUT010,3436.1938
FDX02,OUT045,3436.1938
NCS42,OUT018,3436.1938
FDY57,OUT027,4745.8224
FDB21,OUT049,4745.8224
FDE28,OUT017,4745.8224
FDQ55,OUT017,3436.1938
FDA48,OUT049,4745.8224
FDZ19,OUT045,4745.8224
NCC43,OUT045,4745.8224
NCV18,OUT046,4745.8224
NCA42,OUT018,3436.1938
FDY45,OUT046,3436.1938
NCC30,OUT045,3436.1938
FDM57,OUT013,3436.1938
FDL09,OUT010,5034.7796
FDB09,OUT027,3436.1938
FDT44,OUT035,4745.8224
NCT06,OUT027,3436.1938
FDX26,OUT049,4745.8224
FDK32,OUT013,3436.1938
DRA12,OUT046,3436.1938
FDO46,OUT010,3436.1938
FDE52,OUT013,3436.1938
NCH42,OUT045,3436.1938
FDV08,OUT035,3436.1938
FDB47,OUT018,3436.1938
FDC28,OUT010,4745.8224
FDD22,OUT046,4745.8224
FDS07,OUT027,4745.8224
DRI13,OUT045,3436.1938
FDG32,OUT018,5299.768
FDU14,OUT017,3436.1938
FDD28,OUT019,4745.8224
NCP41,OUT017,3436.1938
FDS08,OUT049,3436.1938
FDX47,OUT045,3436.1938
FDC53,OUT019,3436.1938
FDQ19,OUT035,3436.1938
FDL14,OUT045,3436.1938
FDM33,OUT019,5299.768
FDA51,OUT045,5034.7796
FDZ27,OUT018,3436.1938
FDT04,OUT046,4745.8224
DRC13,OUT049,3436.1938
FDR16,OUT027,4745.8224
FDQ03,OUT027,3436.1938
FDE38,OUT035,3436.1938
DRH23,OUT027,5299.768
FDT11,OUT019,3436.1938
FDD09,OUT035,3436.1938
FDR40,OUT045,3436.1938
FDX07,OUT017,3436.1938
FDR07,OUT035,3436.1938
FDA51,OUT017,5034.7796
FDT59,OUT019,3436.1938
FDF20,OUT017,3436.1938
FDR13,OUT045,3436.1938
FDY26,OUT049,3436.1938
FDW04,OUT017,3436.1938
FDK52,OUT017,3436.1938
FDN60,OUT049,4745.8224
FDM09,OUT019,5034.7796
FDP46,OUT049,3436.1938
FDB50,OUT019,5299.768
NCQ29,OUT049,4745.8224
FDP16,OUT027,3436.1938
FDX33,OUT018,4745.8224
FDP07,OUT010,3436.1938
FDN22,OUT046,4745.8224
FDF39,OUT049,3436.1938
FDS21,OUT017,3436.1938
NCM42,OUT013,3436.1938
FDK50,OUT019,3436.1938
DRF13,OUT027,3436.1938
FDH35,OUT018,3436.1938
FDP60,OUT018,3436.1938
DRJ49,OUT027,3436.1938
NCT42,OUT019,3436.1938
FDE38,OUT049,3436.1938
FDI04,OUT049,3436.1938
NCH54,OUT045,3436.1938
FDT56,OUT049,4745.8224
DRD15,OUT018,3436.1938
FDV58,OUT013,3436.1938
FDP21,OUT049,3436.1938
FDH05,OUT013,4745.8224
FDR10,OUT027,3436.1938
NCP06,OUT045,3436.1938
FDF33,OUT049,3436.1938
DRK37,OUT013,3436.1938
DRH49,OUT045,3436.1938
FDT58,OUT013,4745.8224
FDD41,OUT018,4745.8224
FDP40,OUT018,3436.1938
FDM51,OUT027,3436.1938
FDO45,OUT010,3436.1938
FDW33,OUT010,5299.768
FDY24,OUT045,3436.1938
FDB10,OUT010,4745.8224
FDM40,OUT035,5299.768
NCI06,OUT017,3436.1938
FDW12,OUT019,3436.1938
FDX48,OUT027,3436.1938
NCW05,OUT027,4745.8224
FDX27,OUT017,4745.8224
DRM37,OUT045,4745.8224
FDA38,OUT045,3436.1938
FDR36,OUT046,4745.8224
FDZ45,OUT046,3436.1938
FDG05,OUT017,4745.8224
FDK28,OUT013,3436.1938
FDV47,OUT045,3436.1938
FDN21,OUT045,3436.1938
FDP20,OUT027,3436.1938
FDI35,OUT045,3436.1938
DRY23,OUT013,4745.8224
FDA56,OUT017,3436.1938
FDB09,OUT013,3436.1938
NCO26,OUT027,3436.1938
FDQ49,OUT018,3436.1938
FDI52,OUT027,4745.8224
FDZ44,OUT027,3436.1938
FDZ09,OUT018,4745.8224
FDY03,OUT049,3436.1938
NCG42,OUT017,3436.1938
DRI13,OUT027,3436.1938
FDQ32,OUT013,3436.1938
FDW16,OUT035,3436.1938
FDU27,OUT046,5034.7796
FDR28,OUT010,3436.1938
FDQ49,OUT010,3436.1938
FDS37,OUT046,3436.1938
FDW26,OUT018,4745.8224
FDX12,OUT018,3436.1938
NCP06,OUT013,3436.1938
FDW45,OUT010,3436.1938
NCN30,OUT049,3436.1938
FDN24,OUT049,4745.8224
NCL41,OUT027,3436.1938
FDR02,OUT019,3436.1938
FDD09,OUT010,3436.1938
FDS33,OUT010,3436.1938
FDU22,OUT045,4745.8224
FDI53,OUT013,4745.8224
DRH01,OUT049,4745.8224
FDX32,OUT013,4745.8224
NCP30,OUT018,3436.1938
FDB60,OUT045,3436.1938
FDB14,OUT049,4745.8224
NCP02,OUT035,3436.1938
FDJ10,OUT017,4745.8224
FDG34,OUT046,3436.1938
NCB18,OUT017,3436.1938
FDM16,OUT049,3436.1938
FDW25,OUT018,3436.1938
FDB35,OUT010,4745.8224
DRN11,OUT013,5299.768
FDF41,OUT019,5299.768
FDH16,OUT045,3436.1938
NCQ50,OUT018,3436.1938
DRH23,OUT018,5299.768
DRJ37,OUT013,3436.1938
DRJ24,OUT027,4745.8224
FDY16,OUT035,4745.8224
FDQ27,OUT045,3436.1938
FDZ33,OUT045,4745.8224
FDF29,OUT045,3436.1938
FDA08,OUT049,3436.1938
FDG31,OUT046,3436.1938
FDE34,OUT019,3436.1938
NCR30,OUT027,3436.1938
FDV33,OUT035,3436.1938
DRZ24,OUT018,3436.1938
NCL54,OUT035,3436.1938
FDR12,OUT049,3436.1938
NCC54,OUT046,4745.8224
DRN59,OUT013,3436.1938
FDX50,OUT019,4745.8224
FDV31,OUT027,4745.8224
NCA29,OUT027,3436.1938
FDW60,OUT049,3436.1938
FDX08,OUT017,3436.1938
DRD49,OUT013,5299.768
FDD33,OUT046,4745.8224
FDW35,OUT013,3436.1938
FDJ36,OUT017,4745.8224
FDV51,OUT035,3436.1938
FDW36,OUT046,3436.1938
FDH35,OUT046,3436.1938
NCS30,OUT027,4745.8224
FDN49,OUT017,4745.8224
FDL08,OUT018,3436.1938
FDI09,OUT013,4745.8224
FDP19,OUT018,5299.768
FDU21,OUT010,4745.8224
NCP41,OUT045,3436.1938
FDY10,OUT013,3436.1938
FDP12,OUT018,3436.1938
NCN26,OUT049,3436.1938
FDK44,OUT013,4745.8224
FDC28,OUT049,3436.1938
FDJ41,OUT027,3436.1938
NCT29,OUT035,3436.1938
NCH42,OUT019,3436.1938
FDU60,OUT018,3436.1938
FDS02,OUT045,4745.8224
FDC51,OUT046,3436.1938
FDU03,OUT013,4745.8224
FDX39,OUT045,3436.1938
NCY05,OUT010,4745.8224
NCL06,OUT027,3436.1938
FDD32,OUT035,3436.1938
NCN41,OUT045,3436.1938
NCX53,OUT049,3436.1938
FDU57,OUT019,5034.7796
FDQ23,OUT046,3436.1938
FDQ52,OUT045,4745.8224
FDC14,OUT045,3436.1938
FDY09,OUT035,3436.1938
FDQ28,OUT045,3436.1938
FDV25,OUT046,3436.1938
FDJ07,OUT035,3436.1938
DRB25,OUT049,3436.1938
FDK52,OUT019,4745.8224
FDY52,OUT027,3436.1938
FDB28,OUT046,4745.8224
FDT36,OUT035,4745.8224
FDV25,OUT017,3436.1938
NCN07,OUT027,3436.1938
FDC57,OUT017,3436.1938
FDQ03,OUT018,3436.1938
FDU23,OUT017,3436.1938
NCX41,OUT035,3436.1938
NCD06,OUT035,4745.8224
FDW08,OUT045,4745.8224
NCU29,OUT017,3436.1938
NCE06,OUT013,4745.8224
FDV52,OUT010,5034.7796
FDB02,OUT017,3436.1938
NCR18,OUT045,3436.1938
FDK16,OUT049,3436.1938
NCQ29,OUT010,5299.768
FDZ01,OUT019,3436.1938
FDW27,OUT035,5034.7796
FDD17,OUT018,3436.1938
FDW39,OUT013,3436.1938
DRH59,OUT045,3436.1938
FDS52,OUT013,3436.1938
FDU40,OUT027,3436.1938
NCF54,OUT013,3436.1938
FDH46,OUT045,3436.1938
NCP14,OUT049,4745.8224
FDH50,OUT049,3436.1938
DRF15,OUT010,3436.1938
FDV27,OUT027,3436.1938
NCJ06,OUT049,3436.1938
FDN02,OUT018,3436.1938
FDQ51,OUT049,3436.1938
FDQ07,OUT017,4745.8224
FDS45,OUT049,3436.1938
NCJ06,OUT045,3436.1938
FDD36,OUT035,3436.1938
FDY25,OUT045,3436.1938
FDU52,OUT046,3436.1938
DRK47,OUT017,3436.1938
NCL30,OUT017,3436.1938
FDN22,OUT035,4745.8224
NCF30,OUT027,4745.8224
FDK03,OUT035,3436.1938
FDT45,OUT017,3436.1938
NCC54,OUT027,4745.8224
FDP08,OUT018,4745.8224
FDU44,OUT046,3436.1938
DRG39,OUT035,3436.1938
FDU32,OUT049,3436.1938
FDY27,OUT049,3436.1938
NCP54,OUT013,3436.1938
NCZ41,OUT049,3436.1938
DRL49,OUT013,3436.1938
FDI05,OUT018,4745.8224
FDY56,OUT045,3436.1938
DRC13,OUT013,3436.1938
NCV29,OUT017,3436.1938
FDR24,OUT049,3436.1938
FDZ34,OUT018,3436.1938
FDP37,OUT035,4745.8224
FDX08,OUT027,3436.1938
FDS57,OUT045,4745.8224
NCG18,OUT049,3436.1938
FDK25,OUT018,5034.7796
FDH53,OUT049,3436.1938
DRI59,OUT018,3436.1938
FDA52,OUT046,4745.8224
FDT20,OUT010,3436.1938
FDE36,OUT019,3436.1938
FDI24,OUT017,3436.1938
FDB28,OUT018,4745.8224
FDV11,OUT017,3436.1938
FDP01,OUT046,3436.1938
FDD34,OUT027,3436.1938
FDJ50,OUT027,3436.1938
FDZ44,OUT013,3436.1938
DRO59,OUT035,3436.1938
DRB48,OUT045,3436.1938
FDR21,OUT018,3436.1938
NCE42,OUT010,3436.1938
FDO23,OUT046,4745.8224
NCE30,OUT018,4745.8224
FDQ22,OUT035,3436.1938
FDY01,OUT045,5034.7796
FDS08,OUT017,3436.1938
FDG28,OUT018,3436.1938
FDQ51,OUT018,3436.1938
FDB05,OUT017,3436.1938
FDO56,OUT049,3436.1938
FDE02,OUT018,3436.1938
FDN45,OUT017,4745.8224
FDS09,OUT013,3436.1938
NCA54,OUT018,3436.1938
FDP09,OUT010,3436.1938
FDC53,OUT045,3436.1938
NCM55,OUT017,3436.1938
FDL09,OUT018,4745.8224
FDA11,OUT019,3436.1938
FDA50,OUT045,4745.8224
FDC23,OUT017,3436.1938
FDE22,OUT049,3436.1938
FDD23,OUT046,3436.1938
NCA29,OUT049,3436.1938
FDK38,OUT046,3436.1938
DRC13,OUT046,3436.1938
NCP43,OUT049,3436.1938
FDX28,OUT049,4745.8224
FDF08,OUT049,3436.1938
FDZ33,OUT046,4745.8224
FDD10,OUT049,3436.1938
FDO58,OUT017,3436.1938
FDI50,OUT017,3436.1938
FDO58,OUT045,3436.1938
FDX08,OUT013,3436.1938
NCK17,OUT010,3436.1938
FDF39,OUT035,3436.1938
FDU45,OUT010,3436.1938
NCJ18,OUT018,5299.768
DRC27,OUT019,4745.8224
DRC25,OUT035,3436.1938
FDU59,OUT035,4745.8224
FDU28,OUT035,3436.1938
NCP30,OUT046,3436.1938
FDB39,OUT018,3436.1938
FDE41,OUT013,3436.1938
DRH11,OUT010,4745.8224
FDA58,OUT045,4745.8224
FDU50,OUT046,3436.1938
FDM34,OUT013,3436.1938
FDM44,OUT027,3436.1938
FDR39,OUT045,3436.1938
FDM25,OUT045,3436.1938
FDQ49,OUT049,3436.1938
DRH25,OUT018,3436.1938
FDM09,OUT027,4745.8224
FDL44,OUT019,3436.1938
NCR42,OUT018,3436.1938
DRL59,OUT046,3436.1938
FDX43,OUT013,4745.8224
DRK47,OUT010,4745.8224
FDU48,OUT018,3436.1938
FDY12,OUT045,4745.8224
NCN43,OUT018,3436.1938
NCM55,OUT018,3436.1938
FDQ21,OUT027,3436.1938
FDX13,OUT035,3436.1938
NCK30,OUT027,3436.1938
FDG20,OUT049,4745.8224
DRG27,OUT017,4745.8224
FDY14,OUT018,3436.1938
FDP59,OUT035,3436.1938
FDU60,OUT017,3436.1938
NCC18,OUT019,5299.768
DRJ39,OUT017,3436.1938
FDS07,OUT049,4745.8224
FDM08,OUT027,3436.1938
FDP51,OUT045,4745.8224
FDU16,OUT035,3436.1938
FDH12,OUT013,4745.8224
DRE48,OUT010,3436.1938
NCL42,OUT027,3436.1938
FDR21,OUT045,3436.1938
